COD_ERP_DEPARTAMENTO;NOME_DEPARTAMENTO;COD_ERP_SETOR;NOME_SETOR;COD_ERP_GRUPO;NOME_GRUPO;COD_ERP_SUBGRUPO;NOME_SUBGRUPO
M0202;CEREAL;M0202007;MISTURA;M0202007004;"MISTURA PARA NHOQUE";M0202007004001;"MISTURA PARA NHOQUE"
M0202;CEREAL;M0202007;MISTURA;M0202007005;"MISTURA PARA CURAU";M0202007005001;"MISTURA PARA CURAU"
M0202;CEREAL;M0202008;OLEO;M0202008001;"OLEO DE SOJA";M0202008001001;"OLEO DE SOJA"
M0202;CEREAL;M0202008;OLEO;M0202008002;"OLEO ESPECIAL";M0202008002001;MILHO
M0202;CEREAL;M0202008;OLEO;M0202008002;"OLEO ESPECIAL";M0202008002002;CANOLA
M0202;CEREAL;M0202008;OLEO;M0202008002;"OLEO ESPECIAL";M0202008002003;GIRASSOL
M0202;CEREAL;M0202008;OLEO;M0202008002;"OLEO ESPECIAL";M0202008002004;ARROZ
M0202;CEREAL;M0202008;OLEO;M0202008002;"OLEO ESPECIAL";M0202008002005;ALGODAO
M0202;CEREAL;M0202008;OLEO;M0202008002;"OLEO ESPECIAL";M0202008002006;AMENDOIM
M0202;CEREAL;M0202008;OLEO;M0202008003;GERGILIM;M0202008003001;GERGILIM
M0202;CEREAL;M0202009;BANHA;M0202009001;BANHA;M0202009001001;BANHA
M0203;CONDIMENTO;M0203001;AZEITE;M0203001001;AZEITE;M0203001001001;"EXTRA VIRGEM"
M0203;CONDIMENTO;M0203001;AZEITE;M0203001001;AZEITE;M0203001001002;"AZEITE PURO"
M0203;CONDIMENTO;M0203001;AZEITE;M0203001001;AZEITE;M0203001001003;SABORIZADO
M0203;CONDIMENTO;M0203001;AZEITE;M0203001002;"AZEITE COMPOSTO";M0203001002001;TRADICIONAL
M0203;CONDIMENTO;M0203001;AZEITE;M0203001002;"AZEITE COMPOSTO";M0203001002002;SABORIZADO
M0203;CONDIMENTO;M0203001;AZEITE;M0203001003;DENDE;M0203001003001;DENDE
M0203;CONDIMENTO;M0203002;MAIONESE;M0203002001;"MAIONESE TRADICIONAL";M0203002001001;"MAIONESE TRADICIONAL SACHE"
M0203;CONDIMENTO;M0203002;MAIONESE;M0203002001;"MAIONESE TRADICIONAL";M0203002001002;"MAIONESE TRADICIONAL POTE"
M0203;CONDIMENTO;M0203002;MAIONESE;M0203002002;"MAIONESE ESPECIAL E SABORIZADA";M0203002002001;"MAIONESE ESPECIAL E SABORIZADA"
M0203;CONDIMENTO;M0203002;MAIONESE;M0203002002;"MAIONESE ESPECIAL E SABORIZADA";M0203002002002;"MAIONESE LIGHT"
M0203;CONDIMENTO;M0203003;CALDO;M0203003001;CALDO;M0203003001001;"CALDO TABLETE"
M0203;CONDIMENTO;M0203003;CALDO;M0203003001;CALDO;M0203003001002;"CALDO LIQUIDO"
M0203;CONDIMENTO;M0203003;CALDO;M0203003001;CALDO;M0203003001003;"CALDO PO"
M0203;CONDIMENTO;M0203004;TEMPERO;M0203004001;"TEMPERO PO";M0203004001001;"TEMPERO PO"
M0203;CONDIMENTO;M0203004;TEMPERO;M0203004002;"TEMPERO EM PASTA";M0203004002001;"TEMPERO EM PASTA"
M0203;CONDIMENTO;M0203004;TEMPERO;M0203004003;"TEMPERO CASEIRO";M0203004003001;"TEMPERO CASEIRO"
M0203;CONDIMENTO;M0203004;TEMPERO;M0203004004;"ESPECIARIAS PARA TEMPERO";M0203004004001;"ESPECIARIAS PARA TEMPERO"
M0203;CONDIMENTO;M0203004;TEMPERO;M0203004005;"ESPECIARIA MEDICINAL";M0203004005001;"ESPECIARIA MEDICINAL"
M0203;CONDIMENTO;M0203005;SAL;M0203005001;"SAL FINO";M0203005001001;"SAL FINO"
M0203;CONDIMENTO;M0203005;SAL;M0203005002;"SAL PARA CHURRASCO";M0203005002001;"SAL TRADICIONAL"
M0203;CONDIMENTO;M0203005;SAL;M0203005003;"SAL LIQUIDO";M0203005003001;"SAL LIQUIDO"
M0203;CONDIMENTO;M0203006;VINAGRE;M0203006001;"VINAGRE ESPECIAL";M0203006001001;ACETO
M0203;CONDIMENTO;M0203006;VINAGRE;M0203006002;"VINAGRE TRADICIONAL";M0203006002001;ALCOOL
M0203;CONDIMENTO;M0203006;VINAGRE;M0203006002;"VINAGRE TRADICIONAL";M0203006002002;TINTO
M0203;CONDIMENTO;M0203006;VINAGRE;M0203006002;"VINAGRE TRADICIONAL";M0203006002003;"VINHO BRANCO"
M0203;CONDIMENTO;M0203006;VINAGRE;M0203006002;"VINAGRE TRADICIONAL";M0203006002004;"VINHO TINTO"
M0203;CONDIMENTO;M0203006;VINAGRE;M0203006002;"VINAGRE TRADICIONAL";M0203006002005;MACA
M0203;CONDIMENTO;M0203006;VINAGRE;M0203006002;"VINAGRE TRADICIONAL";M0203006002006;ARROZ
M0203;CONDIMENTO;M0203006;VINAGRE;M0203006002;"VINAGRE TRADICIONAL";M0203006002007;LIMAO
M0203;CONDIMENTO;M0203007;"SUMO DE LIMAO";M0203007001;"SUMO DE LIMAO";M0203007001001;"SUMO LIMAO"
M0203;CONDIMENTO;M0203008;MOLHO;M0203008001;"MOLHO DE PIMENTA";M0203008001001;"MOLHO PIMENTA MALAGUETA"
M0203;CONDIMENTO;M0203008;MOLHO;M0203008001;"MOLHO DE PIMENTA";M0203008001002;"MOLHO PIMENTA TRADICIONAL"
M0203;CONDIMENTO;M0203008;MOLHO;M0203008001;"MOLHO DE PIMENTA";M0203008001003;"PIMENTA BIQUINHO"
M0203;CONDIMENTO;M0203008;MOLHO;M0203008001;"MOLHO DE PIMENTA";M0203008001004;"MOLHO PIMENTA GOURMET"
M0203;CONDIMENTO;M0203008;MOLHO;M0203008001;"MOLHO DE PIMENTA";M0203008001005;"MOLHO PIMENTA SOBORIZADO"
M0203;CONDIMENTO;M0203008;MOLHO;M0203008002;"MOLHO INGLES";M0203008002001;"MOLHO INGLES"
M0203;CONDIMENTO;M0203008;MOLHO;M0203008003;"MOLHO ALHO";M0203008003001;"MOLHO ALHO"
M0203;CONDIMENTO;M0203008;MOLHO;M0203008004;"MOLHO PARA CHURRASCO";M0203008004001;"MOLHO PARA CHURRASCO"
M0203;CONDIMENTO;M0203008;MOLHO;M0203008005;"MOLHO PARA SALADA";M0203008005001;"MOLHO PARA SALADA"
M0203;CONDIMENTO;M0203008;MOLHO;M0203008006;"MOLHO BARBECUE";M0203008006001;"MOLHO BARBECUE"
M0203;CONDIMENTO;M0203009;CATCHUP;M0203009001;"CATCHUP TRADICIONAL";M0203009001001;"CATCHUP TRADICIONAL"
M0203;CONDIMENTO;M0203009;CATCHUP;M0203009001;"CATCHUP TRADICIONAL";M0203009001002;"CATCHUP PICANTE"
M0203;CONDIMENTO;M0203009;CATCHUP;M0203009002;"MOLHO 3 EM 1";M0203009002001;"MOLHO 3 EM 1"
M0203;CONDIMENTO;M0203010;MOSTARDA;M0203010001;"MOSTARDA AMARELA";M0203010001001;"MOSTARDA AMARELA"
M0203;CONDIMENTO;M0203010;MOSTARDA;M0203010002;"MOSTARDA ESCURA";M0203010002001;"MOSTARDA ESCURA"
M0203;CONDIMENTO;M0203010;MOSTARDA;M0203010003;"MOSTARDA ESPECIAL";M0203010003001;"MOSTARDA ESPECIAL"
M0203;CONDIMENTO;M0203011;"GELEIA DE PIMENTA";M0203011001;"GELEIA DE PIMENTA";M0203011001001;"GELEIA DE PIMENTA"
M0204;CONSERVA;M0204001;ATOMATADO;M0204001001;EXTRATO;M0204001001001;"EXTRATO LATA"
M0204;CONSERVA;M0204001;ATOMATADO;M0204001001;EXTRATO;M0204001001002;"EXTRATO SACHE"
M0204;CONSERVA;M0204001;ATOMATADO;M0204001001;EXTRATO;M0204001001003;"EXTRATO COPO"
M0204;CONSERVA;M0204001;ATOMATADO;M0204001001;EXTRATO;M0204001001004;"EXTRATO TP"
M0204;CONSERVA;M0204001;ATOMATADO;M0204001002;"POLPA E PURE";M0204001002001;POLPA
M0204;CONSERVA;M0204001;ATOMATADO;M0204001002;"POLPA E PURE";M0204001002002;PASSATA
M0204;CONSERVA;M0204001;ATOMATADO;M0204001003;"MOLHO REFOGADO";M0204001003001;"MOLHO REFOGADO LATA"
M0204;CONSERVA;M0204001;ATOMATADO;M0204001003;"MOLHO REFOGADO";M0204001003002;"MOLHO REFOGADO SACHE"
M0204;CONSERVA;M0204001;ATOMATADO;M0204001004;"MOLHO SABORIZADO";M0204001004001;"MOLHO BOLONHESA"
M0204;CONSERVA;M0204001;ATOMATADO;M0204001004;"MOLHO SABORIZADO";M0204001004002;"MOLHO PIZZA"
M0204;CONSERVA;M0204001;ATOMATADO;M0204001004;"MOLHO SABORIZADO";M0204001004003;"MOLHO ERVA FINA"
M0204;CONSERVA;M0204001;ATOMATADO;M0204001004;"MOLHO SABORIZADO";M0204001004004;"MOLHO MANJERICAO"
M0204;CONSERVA;M0204001;ATOMATADO;M0204001004;"MOLHO SABORIZADO";M0204001004005;"OUTROS SABORES"
M0204;CONSERVA;M0204001;ATOMATADO;M0204001005;"MOLHO ESPECIAL";M0204001005001;"MOLHO BRANCO"
M0204;CONSERVA;M0204001;ATOMATADO;M0204001005;"MOLHO ESPECIAL";M0204001005002;"MOLHO 4/3 QUEIJO"
M0204;CONSERVA;M0204001;ATOMATADO;M0204001005;"MOLHO ESPECIAL";M0204001005003;"MOLHO STROGONOFF"
M0204;CONSERVA;M0204001;ATOMATADO;M0204001005;"MOLHO ESPECIAL";M0204001005004;"MOLHO XADREZ"
M0204;CONSERVA;M0204001;ATOMATADO;M0204001005;"MOLHO ESPECIAL";M0204001005005;"MOLHO YAKISSOBA"
M0204;CONSERVA;M0204001;ATOMATADO;M0204001005;"MOLHO ESPECIAL";M0204001005006;"MOLHO MADEIRA"
M0204;CONSERVA;M0204001;ATOMATADO;M0204001005;"MOLHO ESPECIAL";M0204001005007;"MOLHO ORIENTAL"
M0204;CONSERVA;M0204001;ATOMATADO;M0204001006;"MOLHO GOURMET";M0204001006001;"MOLHO BASE DE TOMATE"
M0204;CONSERVA;M0204001;ATOMATADO;M0204001006;"MOLHO GOURMET";M0204001006002;"MOLHO PESTO"
M0204;CONSERVA;M0204001;ATOMATADO;M0204001006;"MOLHO GOURMET";M0204001006003;"MOLHO FUNGHI"
M0204;CONSERVA;M0204001;ATOMATADO;M0204001006;"MOLHO GOURMET";M0204001006004;"MOLHO CHIMICHURRI"
M0204;CONSERVA;M0204001;ATOMATADO;M0204001007;"BASE PO MOLHO";M0204001007001;"MOLHO BRANCO"
M0204;CONSERVA;M0204001;ATOMATADO;M0204001007;"BASE PO MOLHO";M0204001007002;"MOLHO 4/3 QUEIJO"
M0204;CONSERVA;M0204001;ATOMATADO;M0204001007;"BASE PO MOLHO";M0204001007003;"MOLHO STROGONOFF"
M0204;CONSERVA;M0204002;"TOMATE SEM PELE";M0204002001;"MERCADO INTERNO";M0204002001001;"TOMATE INTEIRO"
M0204;CONSERVA;M0204002;"TOMATE SEM PELE";M0204002001;"MERCADO INTERNO";M0204002001002;"TOMATE PICADO"
M0204;CONSERVA;M0204002;"TOMATE SEM PELE";M0204002001;"MERCADO INTERNO";M0204002001003;"TOMATE METADE"
M0204;CONSERVA;M0204002;"TOMATE SEM PELE";M0204002002;"IMPORTACAO PROPRIA";M0204002002001;"TOMATE INTEIRO"
M0204;CONSERVA;M0204002;"TOMATE SEM PELE";M0204002002;"IMPORTACAO PROPRIA";M0204002002002;"TOMATE PICADO"
M0204;CONSERVA;M0204002;"TOMATE SEM PELE";M0204002002;"IMPORTACAO PROPRIA";M0204002002003;"TOMATE METADE"
M0204;CONSERVA;M0204003;VEGETAL;M0204003001;"MILHO VERDE";M0204003001001;"MILHO VERDE LATA"
M0204;CONSERVA;M0204003;VEGETAL;M0204003001;"MILHO VERDE";M0204003001002;"MILHO VERDE SACHE"
M0204;CONSERVA;M0204003;VEGETAL;M0204003002;SELETA;M0204003002001;"SELETA LATA"
M0204;CONSERVA;M0204003;VEGETAL;M0204003002;SELETA;M0204003002002;"SELECTA SACHE"
M0204;CONSERVA;M0204003;VEGETAL;M0204003003;"DUETTO - ERVILHA E MILHO";M0204003003001;"DUETTO - ERVILHA MILHO LATA"
M0204;CONSERVA;M0204003;VEGETAL;M0204003003;"DUETTO - ERVILHA E MILHO";M0204003003002;"DUETTO - ERVILHA MILHO SACHE"
M0204;CONSERVA;M0204003;VEGETAL;M0204003004;PALMITO;M0204003004001;PICADO
M0204;CONSERVA;M0204003;VEGETAL;M0204003004;PALMITO;M0204003004002;RODELA
M0204;CONSERVA;M0204003;VEGETAL;M0204003004;PALMITO;M0204003004003;INTEIRO
M0204;CONSERVA;M0204003;VEGETAL;M0204003004;PALMITO;M0204003004004;FIO
M0204;CONSERVA;M0204003;VEGETAL;M0204003005;PEPINO;M0204003005001;"PEPINO LIGHT"
M0204;CONSERVA;M0204003;VEGETAL;M0204003005;PEPINO;M0204003005002;"PEPINO COM SABOR"
M0204;CONSERVA;M0204003;VEGETAL;M0204003005;PEPINO;M0204003005003;"PEPINO TRADICIONAL"
M0204;CONSERVA;M0204003;VEGETAL;M0204003005;PEPINO;M0204003005004;RELISH
M0204;CONSERVA;M0204003;VEGETAL;M0204003005;PEPINO;M0204003005005;CORNICHON
M0204;CONSERVA;M0204003;VEGETAL;M0204003005;PEPINO;M0204003005006;CHAMPIGNON
M0204;CONSERVA;M0204003;VEGETAL;M0204003005;PEPINO;M0204003005007;"OUTROS COGUMELOS"
M0204;CONSERVA;M0204003;VEGETAL;M0204003006;"CONSERVA ESPECIAL";M0204003006001;PICLES
M0204;CONSERVA;M0204003;VEGETAL;M0204003006;"CONSERVA ESPECIAL";M0204003006002;BETERRABA
M0204;CONSERVA;M0204003;VEGETAL;M0204003006;"CONSERVA ESPECIAL";M0204003006003;CEBOLINHA
M0204;CONSERVA;M0204003;VEGETAL;M0204003006;"CONSERVA ESPECIAL";M0204003006004;ALCAPARRA
M0204;CONSERVA;M0204003;VEGETAL;M0204003006;"CONSERVA ESPECIAL";M0204003006005;ASPARGO
M0204;CONSERVA;M0204003;VEGETAL;M0204003006;"CONSERVA ESPECIAL";M0204003006006;BATATINHA
M0204;CONSERVA;M0204003;VEGETAL;M0204003006;"CONSERVA ESPECIAL";M0204003006007;PIMENTA
M0204;CONSERVA;M0204003;VEGETAL;M0204003006;"CONSERVA ESPECIAL";M0204003006008;"OVO DE CODORNA"
M0204;CONSERVA;M0204003;VEGETAL;M0204003006;"CONSERVA ESPECIAL";M0204003006009;"TOMATE SECO"
M0204;CONSERVA;M0204003;VEGETAL;M0204003006;"CONSERVA ESPECIAL";M0204003006010;"OUTRAS CONSERVAS ESPECIAIS"
M0204;CONSERVA;M0204003;VEGETAL;M0204003007;ERVILHA;M0204003007001;"ERVILHA LATA"
M0204;CONSERVA;M0204003;VEGETAL;M0204003007;ERVILHA;M0204003007002;"ERVILHA SACHE"
M0204;CONSERVA;M0204003;VEGETAL;M0204003008;FEIJAO;M0204003008001;CARIOCA
M0204;CONSERVA;M0204003;VEGETAL;M0204003008;FEIJAO;M0204003008002;BRANCO
M0204;CONSERVA;M0204003;VEGETAL;M0204003008;FEIJAO;M0204003008003;PRETO
M0204;CONSERVA;M0204003;VEGETAL;M0204003008;FEIJAO;M0204003008004;"OUTRAS CONSERVAS ESPECIAIS"
M0204;CONSERVA;M0204004;AZEITONA;M0204004001;"AZEITONA VERDE POTE";M0204004001001;"COM CAROCO"
M0204;CONSERVA;M0204004;AZEITONA;M0204004001;"AZEITONA VERDE POTE";M0204004001002;"SEM CAROCO"
M0204;CONSERVA;M0204004;AZEITONA;M0204004001;"AZEITONA VERDE POTE";M0204004001003;RECHEADA
M0204;CONSERVA;M0204004;AZEITONA;M0204004001;"AZEITONA VERDE POTE";M0204004001004;FATIADA
M0204;CONSERVA;M0204004;AZEITONA;M0204004001;"AZEITONA VERDE POTE";M0204004001005;PREMIUM
M0204;CONSERVA;M0204004;AZEITONA;M0204004002;"AZEITONA VERDE SACHE";M0204004002001;"COM CAROCO"
M0204;CONSERVA;M0204004;AZEITONA;M0204004002;"AZEITONA VERDE SACHE";M0204004002002;"SEM CAROCO"
M0204;CONSERVA;M0204004;AZEITONA;M0204004002;"AZEITONA VERDE SACHE";M0204004002003;RECHEADA
M0204;CONSERVA;M0204004;AZEITONA;M0204004002;"AZEITONA VERDE SACHE";M0204004002004;FATIADA
M0204;CONSERVA;M0204004;AZEITONA;M0204004002;"AZEITONA VERDE SACHE";M0204004002005;PREMIUM
M0204;CONSERVA;M0204004;AZEITONA;M0204004003;"AZEITONA PRETA POTE";M0204004003001;"COM CAROCO"
M0204;CONSERVA;M0204004;AZEITONA;M0204004003;"AZEITONA PRETA POTE";M0204004003002;"SEM CAROCO"
M0204;CONSERVA;M0204004;AZEITONA;M0204004003;"AZEITONA PRETA POTE";M0204004003003;RECHEADA
M0204;CONSERVA;M0204004;AZEITONA;M0204004003;"AZEITONA PRETA POTE";M0204004003004;FATIADA
M0204;CONSERVA;M0204004;AZEITONA;M0204004003;"AZEITONA PRETA POTE";M0204004003005;PREMIUM
M0204;CONSERVA;M0204004;AZEITONA;M0204004004;"AZEITONA PRETA SACHE";M0204004004001;"COM CAROCO"
M0204;CONSERVA;M0204004;AZEITONA;M0204004004;"AZEITONA PRETA SACHE";M0204004004002;"SEM CAROCO"
M0204;CONSERVA;M0204004;AZEITONA;M0204004004;"AZEITONA PRETA SACHE";M0204004004003;RECHEADA
M0204;CONSERVA;M0204004;AZEITONA;M0204004004;"AZEITONA PRETA SACHE";M0204004004004;FATIADA
M0204;CONSERVA;M0204004;AZEITONA;M0204004004;"AZEITONA PRETA SACHE";M0204004004005;PREMIUM
M0204;CONSERVA;M0204005;"FRUTOS DO MAR";M0204005001;ATUM;M0204005001001;SOLIDO
M0204;CONSERVA;M0204005;"FRUTOS DO MAR";M0204005001;ATUM;M0204005001002;RALADO
M0204;CONSERVA;M0204005;"FRUTOS DO MAR";M0204005001;ATUM;M0204005001003;PEDACO
M0204;CONSERVA;M0204005;"FRUTOS DO MAR";M0204005002;SARDINHA;M0204005002001;"SARDINHA OLEO"
M0204;CONSERVA;M0204005;"FRUTOS DO MAR";M0204005002;SARDINHA;M0204005002002;"SARDINHA MOLHO TOMATE"
M0204;CONSERVA;M0204005;"FRUTOS DO MAR";M0204005002;SARDINHA;M0204005002003;"FILE SARDINHA"
M0204;CONSERVA;M0204005;"FRUTOS DO MAR";M0204005003;"OUTRO PEIXE";M0204005003001;PATE/SALADA
M0204;CONSERVA;M0204005;"FRUTOS DO MAR";M0204005003;"OUTRO PEIXE";M0204005003002;"PEIXES ESPECIAIS"
M0204;CONSERVA;M0204006;CARNE;M0204006001;SALSICHA;M0204006001001;SALSICHA
M0204;CONSERVA;M0204006;CARNE;M0204006001;SALSICHA;M0204006001002;FEIJOADA
M0204;CONSERVA;M0204006;CARNE;M0204006001;SALSICHA;M0204006001003;ALMONDEGA
M0204;CONSERVA;M0204006;CARNE;M0204006001;SALSICHA;M0204006001004;PATE/ANTEPASTO
M0204;CONSERVA;M0204006;CARNE;M0204006001;SALSICHA;M0204006001005;APRESUNTADA
M0205;MASSA;M0205001;"MASSA COM OVO";M0205001001;"MASSA COM OVO";M0205001001001;SPAGUETTI
M0205;MASSA;M0205001;"MASSA COM OVO";M0205001001;"MASSA COM OVO";M0205001001002;CORTADO
M0205;MASSA;M0205001;"MASSA COM OVO";M0205001001;"MASSA COM OVO";M0205001001003;NINHO
M0205;MASSA;M0205001;"MASSA COM OVO";M0205001001;"MASSA COM OVO";M0205001001004;"MASSA PARASOPA"
M0205;MASSA;M0205001;"MASSA COM OVO";M0205001001;"MASSA COM OVO";M0205001001005;TORTELLINI/GNOCCHI
M0205;MASSA;M0205002;"MASSA SEMOLA";M0205002001;"MASSA SEMOLA";M0205002001001;SPAGUETTI
M0205;MASSA;M0205002;"MASSA SEMOLA";M0205002001;"MASSA SEMOLA";M0205002001002;CORTADO
M0205;MASSA;M0205002;"MASSA SEMOLA";M0205002001;"MASSA SEMOLA";M0205002001003;NINHO
M0205;MASSA;M0205002;"MASSA SEMOLA";M0205002001;"MASSA SEMOLA";M0205002001004;"MASSA PARASOPA"
M0205;MASSA;M0205002;"MASSA SEMOLA";M0205002001;"MASSA SEMOLA";M0205002001005;TORTELLINI/GNOCCHI
M0205;MASSA;M0205003;"MASSA GRANO DURO";M0205003001;"MASSA GRANO DURO";M0205003001001;ESPAGHETTI
M0205;MASSA;M0205003;"MASSA GRANO DURO";M0205003001;"MASSA GRANO DURO";M0205003001002;CORTADO
M0205;MASSA;M0205003;"MASSA GRANO DURO";M0205003001;"MASSA GRANO DURO";M0205003001003;NINHO
M0205;MASSA;M0205003;"MASSA GRANO DURO";M0205003001;"MASSA GRANO DURO";M0205003001004;"MASSA PARA SOPA"
M0205;MASSA;M0205003;"MASSA GRANO DURO";M0205003001;"MASSA GRANO DURO";M0205003001005;CONCHIGLIONI
M0205;MASSA;M0205004;"MASSA INTEGRAL";M0205004001;"GRANO DURO";M0205004001001;SPAGHETI
M0205;MASSA;M0205004;"MASSA INTEGRAL";M0205004001;"GRANO DURO";M0205004001002;CORTE
M0205;MASSA;M0205004;"MASSA INTEGRAL";M0205004002;"DEMAIS MASSA INTEGRAL";M0205004002001;SPAGHETI
M0205;MASSA;M0205004;"MASSA INTEGRAL";M0205004002;"DEMAIS MASSA INTEGRAL";M0205004002002;CORTE
M0205;MASSA;M0205005;"MASSA CASEIRA";M0205005001;"MASSA CASEIRA";M0205005001001;TALHARIM
M0205;MASSA;M0205005;"MASSA CASEIRA";M0205005001;"MASSA CASEIRA";M0205005001002;SPAGHETI
M0205;MASSA;M0205006;"MASSA INSTANTANEA";M0205006001;COPO;M0205006001001;"COPO SABOR"
M0205;MASSA;M0205006;"MASSA INSTANTANEA";M0205006001;COPO;M0205006001002;"COPO TALHARIM"
M0205;MASSA;M0205006;"MASSA INSTANTANEA";M0205006002;LAMEN;M0205006002001;"LAMEN SABOR"
M0205;MASSA;M0205006;"MASSA INSTANTANEA";M0205006002;LAMEN;M0205006002002;"LAMEN TALHARIM"
M0205;MASSA;M0205006;"MASSA INSTANTANEA";M0205006002;LAMEN;M0205006002003;"LAMEN SPAGUETE/YAKISSOBA"
M0205;MASSA;M0205007;"MACARRONADA E TALHARIM";M0205007001;"MACARRONADA E TALHARIM";M0205007001001;"MACARRONADA E TALHARIM"
M0205;MASSA;M0205008;LAZANHA;M0205008001;LAZANHA;M0205008001001;"LAZANHA COM OVO"
M0205;MASSA;M0205008;LAZANHA;M0205008001;LAZANHA;M0205008001002;"LASANHA SEMOLA"
M0205;MASSA;M0205008;LAZANHA;M0205008002;"LAZANHA GRANO DURO";M0205008002001;"LAZANHA GRANO DURO"
M0205;MASSA;M0205008;LAZANHA;M0205008002;"LAZANHA GRANO DURO";M0205008002002;"IMPORTACAO PROPRIA"
M0205;MASSA;M0205008;LAZANHA;M0205008003;"LAZANHA INTEGRAL";M0205008003001;"INTEGRAL COM OVO"
M0205;MASSA;M0205008;LAZANHA;M0205008003;"LAZANHA INTEGRAL";M0205008003002;"GRANO DURO"
M0205;MASSA;M0205008;LAZANHA;M0205008003;"LAZANHA INTEGRAL";M0205008003003;"IMPORTACAO PROPRIA"
M0205;MASSA;M0205009;"PRATO PRONTO";M0205009001;MACARRAO;M0205009001001;MACARRAO
M0205;MASSA;M0205009;"PRATO PRONTO";M0205009002;PAELLA;M0205009002001;PAELLA
M0205;MASSA;M0205009;"PRATO PRONTO";M0205009003;NHOQUE;M0205009003001;NHOQUE
M0205;MASSA;M0205009;"PRATO PRONTO";M0205009004;CAPELETTI/RAVIOLI;M0205009004001;CAPELETTI/RAVIOLI
M0205;MASSA;M0205010;SOPA;M0205010001;"SOPA INSTANTANEA";M0205010001001;"SOPA INSTANTANEA"
M0205;MASSA;M0205010;SOPA;M0205010002;SOPAO/CANJAO;M0205010002001;SOPAO/CANJAO
M0205;MASSA;M0205010;SOPA;M0205010003;CREME;M0205010003001;CREME
M0205;MASSA;M0205011;"QUEIJO RALADO";M0205011001;"QUEIJO RALADO";M0205011001001;"QUEIJO RALADO PCT"
M0205;MASSA;M0205011;"QUEIJO RALADO";M0205011001;"QUEIJO RALADO";M0205011001002;"QUEIJO RALADO POTE"
M0206;BOMBONIERE;M0206001;BOMBOM;M0206001001;"BOMBOM SORTIDO";M0206001001001;"BOMBOM SORTIDO"
M0206;BOMBONIERE;M0206001;BOMBOM;M0206001002;"BOMBOM BOLA";M0206001002001;"BOMBOM BOLA"
M0206;BOMBONIERE;M0206001;BOMBOM;M0206001003;"BOMBOM PRESENTE";M0206001003001;"BOMBOM PRESENTE"
M0206;BOMBONIERE;M0206002;CHOCOLATE;M0206002001;"TABLET DE 100G A 200G";M0206002001001;"TABLET DE 100G A 200G"
M0206;BOMBONIERE;M0206002;CHOCOLATE;M0206002002;"CANDY BAR";M0206002002001;"CANDY BAR"
M0206;BOMBONIERE;M0206002;CHOCOLATE;M0206002003;CHOCOWAFER;M0206002003001;"CHOCOWAFER ATE 60G"
M0206;BOMBONIERE;M0206002;CHOCOLATE;M0206002003;CHOCOWAFER;M0206002003002;"CHOCOWAFER ACIMA DE 60G"
M0206;BOMBONIERE;M0206002;CHOCOLATE;M0206002004;COBERTURA;M0206002004001;"CHOCOLATE 100%"
M0206;BOMBONIERE;M0206002;CHOCOLATE;M0206002004;COBERTURA;M0206002004002;HIDROGENADA
M0206;BOMBONIERE;M0206002;CHOCOLATE;M0206002004;COBERTURA;M0206002004003;FRACIONADA
M0206;BOMBONIERE;M0206002;CHOCOLATE;M0206002005;PRESENTE;M0206002005001;PRESENTE
M0206;BOMBONIERE;M0206002;CHOCOLATE;M0206002006;"TABLET ATE 90G";M0206002006001;"TABLET ATE 90G"
M0206;BOMBONIERE;M0206003;BALA/PIRULITO;M0206003001;"BALA DURA";M0206003001001;"BALA DURA"
M0206;BOMBONIERE;M0206003;BALA/PIRULITO;M0206003002;"BALA MASTIGAVEL";M0206003002001;"BALA MASTIGAVEL"
M0206;BOMBONIERE;M0206003;BALA/PIRULITO;M0206003003;PIRULITO;M0206003003001;PIRULITO
M0206;BOMBONIERE;M0206004;"DROPS /GOMA";M0206004001;DROPS/PASTILHA;M0206004001001;DROPS/PASTILHA
M0206;BOMBONIERE;M0206004;"DROPS /GOMA";M0206004002;GOMA;M0206004002001;GOMA
M0206;BOMBONIERE;M0206005;CONFEITO;M0206005001;"CONFEITO CHOCOLATE";M0206005001001;"CONFEITO CHOCOLATE"
M0206;BOMBONIERE;M0206005;CONFEITO;M0206005002;"CONFEITO DE AMENDOIM";M0206005002001;"CONFEITO DE AMENDOIM"
M0206;BOMBONIERE;M0206006;DOCE;M0206006001;TORRONE;M0206006001001;TORRONE
M0206;BOMBONIERE;M0206006;DOCE;M0206006002;MARSHMALLOW;M0206006002001;MARSHMALLOW
M0206;BOMBONIERE;M0206006;DOCE;M0206006003;"DOCE DE AMENDOIM";M0206006003001;"DOCE DE AMENDOIM"
M0206;BOMBONIERE;M0206006;DOCE;M0206006004;"DOCE DE LEITE";M0206006004001;"DOCE DE LEITE"
M0206;BOMBONIERE;M0206006;DOCE;M0206006005;"DOCE DE ABOBORA";M0206006005001;"DOCE DE ABOBORA"
M0206;BOMBONIERE;M0206006;DOCE;M0206006006;"MARIA MOLE E GELEIA";M0206006006001;"MARIA MOLE E GELEIA"
M0206;BOMBONIERE;M0206006;DOCE;M0206006007;"PIPOCA DOCE";M0206006007001;"PIPOCA DOCE"
M0206;BOMBONIERE;M0206006;DOCE;M0206006008;SUSPIRO;M0206006008001;SUSPIRO
M0206;BOMBONIERE;M0206006;DOCE;M0206006009;COCADA;M0206006009001;COCADA
